smoothed loss,lr
0.3480585813522339,2.0148874978844843e-06
0.3381034910678864,3.029774995771632e-06
0.33473549127578744,4.044662493656117e-06
0.31513297927379613,5.0595499915406e-06
0.3139087825775147,6.074437489427749e-06
0.3073401248264313,7.089324987312233e-06
0.2841625617589951,8.104212485196717e-06
0.2914274956104279,9.119099983081202e-06
0.31655954323745733,1.0133987480968351e-05
0.35599769753247074,1.1148874978852834e-05
0.33364608964943543,1.2163762476737319e-05
0.3205357200433704,1.3178649974624466e-05
0.3228274529401376,1.4193537472508951e-05
0.31403610271008126,1.5208424970393435e-05
0.33404284844232646,1.6223312468280583e-05
0.34553026659832836,1.723819996616507e-05
0.3535160204056616,1.8253087464049552e-05
0.330431130948362,1.92679749619367e-05
0.3153141835710981,2.0282862459821185e-05
0.31068104103259875,2.1297749957705667e-05
0.310103967547835,2.2312637455590154e-05
0.32717620115313617,2.33275249534773e-05
0.3472869418528373,2.4342412451361786e-05
0.3341800171110388,2.535729994924627e-05
0.3220947124936864,2.6372187447133418e-05
0.3098752886755216,2.73870749450179e-05
0.30952320223672775,2.8401962442902387e-05
0.2913040218800194,2.9416849940789533e-05
0.2950178442835718,3.043173743867402e-05
0.3175031529617238,3.14466249365585e-05
0.3350847889385167,3.246151243444298e-05
0.3298065010230973,3.3476399932330135e-05
0.3060637906011927,3.449128743021462e-05
0.30018467067217736,3.55061749280991e-05
0.3094881026628487,3.652106242598625e-05
0.3527582405950922,3.753594992387073e-05
0.36381015530795247,3.855083742175522e-05
0.32846531551337554,3.9565724919642365e-05
0.34055171832447306,4.058061241752685e-05
0.3551342898607656,4.159549991541133e-05
0.34038079690936446,4.2610387413298484e-05
0.3010899288416166,4.3625274911182967e-05
0.31869286997797164,4.464016240906745e-05
0.35961168371583685,4.565504990695193e-05
0.3676973351871623,4.6669937404839085e-05
0.3881465728311263,4.768482490272357e-05
0.41617471657025995,4.869971240060805e-05
0.3810474032706276,4.97145998984952e-05
0.3506926341490949,5.0729487396379687e-05
0.3660517786850139,5.174437489426417e-05
0.3861337308017099,5.2759262392151315e-05
0.3683978620312757,5.37741498900358e-05
0.404734063398214,5.478903738792028e-05
0.3640903915972486,5.5803924885807434e-05
0.34624751297720074,5.681881238369192e-05
0.3476519615498209,5.78336998815764e-05
0.3749132002232094,5.884858737946088e-05
0.355543404407312,5.9863474877348035e-05
0.32315016356071596,6.087836237523252e-05
0.3089036986586314,6.1893249873117e-05
0.3104389763162026,6.290813737100415e-05
0.27474534561518743,6.392302486888864e-05
0.2662114713611914,6.493791236677312e-05
0.2819542816498052,6.595279986466027e-05
0.2805599873239335,6.696768736254476e-05
0.30705235043959117,6.798257486042924e-05
0.323754649478565,6.899746235831372e-05
0.3058848767426573,7.001234985620087e-05
0.346716720974204,7.102723735408536e-05
0.3314535292909599,7.204212485196984e-05
0.3232660987318402,7.305701234985698e-05
0.3134210903120713,7.407189984774146e-05
0.33932935386281626,7.508678734562596e-05
0.31377350341782106,7.61016748435131e-05
0.2858357920368921,7.711656234139758e-05
0.2727780734793672,7.813144983928206e-05
0.3026104823983772,7.914633733716922e-05
0.3247890676051031,8.01612248350537e-05
0.3426228864979467,8.117611233293818e-05
0.3447537802848595,8.219099983082266e-05
0.3190435863092246,8.320588732870982e-05
0.3320101397478344,8.42207748265943e-05
0.3517252661580851,8.523566232447878e-05
0.36074293317755146,8.625054982236594e-05
0.35270424415556656,8.726543732025042e-05
0.3563143331200923,8.82803248181349e-05
0.3409616008115646,8.929521231602205e-05
0.405173298097677,9.031009981390654e-05
0.37079109857640824,9.132498731179102e-05
0.3469445098254058,9.233987480967817e-05
0.33855212837958126,9.335476230756266e-05
0.3308263449708922,9.436964980544714e-05
0.320548661855086,9.538453730333162e-05
0.32509669129627894,9.639942480121877e-05
0.2947785930997368,9.741431229910326e-05
0.3236788632207105,9.842919979698774e-05
0.3307020403331907,9.944408729487488e-05
0.3237225800662352,0.00010045897479275938
0.31882160424463857,0.00010147386229064386
0.3954928121508989,0.000102488749788531
0.3911980669929054,0.00010350363728641548
0.38660124987232425,0.00010451852478429996
0.3596473598469713,0.00010553341228218446
0.3408888013354476,0.0001065482997800716
0.33188946494988886,0.00010756318727795608
0.3726449604791982,0.00010857807477584057
0.37288568583826887,0.00010959296227372772
0.3698907229717626,0.0001106078497716122
0.3870495643946373,0.00011162273726949668
0.3672461757447595,0.00011263762476738384
0.3408308048555274,0.00011365251226526832
0.3192230567939297,0.0001146673997631528
0.28775200789032107,0.00011568228726103996
0.3019006355194865,0.00011669717475892444
0.2942783974479531,0.00011771206225680892
0.28399220946398535,0.0001187269497546934
0.2902946479556335,0.00011974183725258056
0.358007634277135,0.00012075672475046504
0.35029159950811856,0.00012177161224834952
0.37035032286325453,0.0001227864997462367
0.36415615021450803,0.00012380138724412114
0.3751585013807892,0.00012481627474200563
0.4092268210364246,0.0001258311622398928
0.38589354846579743,0.00012684604973777728
0.36895758703313597,0.00012786093723566176
0.3313216004368649,0.0001288758247335489
0.3262723949429978,0.00012989071223143338
0.33284019564609446,0.00013090559972931786
0.3263784876268762,0.00013192048722720235
0.3202283923468318,0.00013293537472508951
0.34219075001409266,0.000133950262222974
0.34354193216268714,0.00013496514972085848
0.3691380000567794,0.00013598003721874562
0.3881565075283337,0.0001369949247166301
0.36300889580767065,0.00013800981221451458
0.37426080250200205,0.00013902469971240175
0.345090315289947,0.00014003958721028623
0.35691199346196856,0.00014105447470817072
